,0,1,2,3,4,5,6,7,8
1662,usual,less_proper,foster,3,critical,convenient,problematic,recommended,priority
7118,pretentious,critical,complete,more,critical,convenient,problematic,not_recom,not_recom
5591,pretentious,less_proper,completed,more,less_conv,inconv,nonprob,not_recom,not_recom
7665,pretentious,critical,foster,2,critical,inconv,problematic,recommended,spec_prior
3001,usual,critical,completed,more,less_conv,inconv,slightly_prob,priority,spec_prior
390,usual,proper,completed,more,convenient,inconv,slightly_prob,recommended,priority
2348,usual,improper,incomplete,more,less_conv,convenient,problematic,not_recom,not_recom
1509,usual,less_proper,incomplete,more,critical,inconv,problematic,recommended,priority
7555,pretentious,critical,incomplete,more,critical,inconv,slightly_prob,priority,spec_prior
1108,usual,less_proper,completed,1,less_conv,inconv,nonprob,priority,priority
6214,pretentious,improper,complete,more,convenient,convenient,slightly_prob,priority,priority
2664,usual,critical,complete,2,less_conv,convenient,nonprob,recommended,priority
4507,pretentious,proper,complete,more,less_conv,convenient,problematic,priority,priority
2371,usual,improper,incomplete,more,critical,inconv,slightly_prob,priority,priority
5895,pretentious,less_proper,foster,2,convenient,inconv,nonprob,recommended,priority
12469,great_pret,very_crit,completed,3,critical,inconv,slightly_prob,priority,spec_prior
8353,pretentious,very_crit,incomplete,3,critical,convenient,nonprob,priority,spec_prior
6291,pretentious,improper,completed,1,less_conv,inconv,nonprob,recommended,priority
3454,usual,critical,foster,more,critical,inconv,problematic,priority,spec_prior
944,usual,less_proper,complete,2,less_conv,convenient,problematic,not_recom,not_recom
12824,great_pret,very_crit,foster,2,less_conv,convenient,problematic,not_recom,not_recom
364,usual,proper,completed,3,critical,convenient,slightly_prob,priority,priority
10949,great_pret,improper,incomplete,3,critical,convenient,slightly_prob,not_recom,not_recom
11244,great_pret,critical,complete,1,convenient,inconv,slightly_prob,recommended,priority
353,usual,proper,completed,3,less_conv,inconv,nonprob,not_recom,not_recom
763,usual,proper,foster,3,convenient,convenient,problematic,priority,priority
3226,usual,critical,incomplete,more,critical,convenient,slightly_prob,priority,spec_prior
1777,usual,improper,complete,1,critical,inconv,slightly_prob,priority,priority
8568,pretentious,very_crit,foster,3,critical,convenient,nonprob,recommended,spec_prior
1488,usual,less_proper,incomplete,more,less_conv,inconv,slightly_prob,recommended,priority
5871,pretentious,less_proper,foster,1,critical,convenient,slightly_prob,recommended,priority
8213,pretentious,very_crit,incomplete,1,convenient,convenient,slightly_prob,not_recom,not_recom
6975,pretentious,critical,complete,2,convenient,inconv,nonprob,recommended,priority
10986,great_pret,improper,incomplete,more,less_conv,convenient,problematic,recommended,spec_prior
9448,great_pret,proper,foster,3,critical,inconv,problematic,priority,spec_prior
9146,great_pret,proper,incomplete,2,less_conv,convenient,nonprob,not_recom,not_recom
3497,usual,very_crit,complete,1,critical,convenient,slightly_prob,not_recom,not_recom
7268,pretentious,critical,completed,3,less_conv,inconv,slightly_prob,not_recom,not_recom
11656,great_pret,critical,completed,more,critical,inconv,nonprob,priority,spec_prior
5628,pretentious,less_proper,incomplete,1,convenient,inconv,slightly_prob,recommended,very_recom
2250,usual,improper,incomplete,2,critical,convenient,nonprob,recommended,priority
4102,usual,very_crit,incomplete,more,critical,inconv,problematic,priority,spec_prior
904,usual,less_proper,complete,1,critical,convenient,slightly_prob,priority,priority
8842,great_pret,proper,complete,more,critical,convenient,slightly_prob,priority,spec_prior
12196,great_pret,very_crit,complete,2,critical,inconv,nonprob,priority,spec_prior
11143,great_pret,improper,foster,3,less_conv,convenient,nonprob,priority,spec_prior
2556,usual,improper,foster,more,less_conv,convenient,nonprob,recommended,priority
6189,pretentious,improper,complete,3,less_conv,inconv,problematic,recommended,spec_prior
10690,great_pret,improper,completed,2,critical,inconv,problematic,priority,spec_prior
3286,usual,critical,foster,1,critical,inconv,nonprob,priority,spec_prior
11089,great_pret,improper,foster,2,less_conv,convenient,nonprob,priority,spec_prior
7745,pretentious,critical,foster,more,less_conv,convenient,slightly_prob,not_recom,not_recom
5252,pretentious,less_proper,complete,2,convenient,inconv,slightly_prob,not_recom,not_recom
3355,usual,critical,foster,3,convenient,convenient,problematic,priority,priority
12797,great_pret,very_crit,foster,1,critical,inconv,problematic,not_recom,not_recom
12451,great_pret,very_crit,completed,3,less_conv,inconv,slightly_prob,priority,spec_prior
5809,pretentious,less_proper,incomplete,more,less_conv,inconv,slightly_prob,priority,priority
7759,pretentious,critical,foster,more,critical,convenient,nonprob,priority,spec_prior
4206,usual,very_crit,foster,2,critical,inconv,slightly_prob,recommended,spec_prior
8621,pretentious,very_crit,foster,more,less_conv,inconv,problematic,not_recom,not_recom
8581,pretentious,very_crit,foster,3,critical,inconv,slightly_prob,priority,spec_prior
9059,great_pret,proper,completed,more,critical,convenient,slightly_prob,not_recom,not_recom
4932,pretentious,proper,incomplete,more,less_conv,convenient,nonprob,recommended,priority
8760,great_pret,proper,complete,3,convenient,inconv,slightly_prob,recommended,priority
1005,usual,less_proper,complete,3,less_conv,inconv,problematic,recommended,priority
11321,great_pret,critical,complete,2,less_conv,inconv,problematic,not_recom,not_recom
11948,great_pret,critical,foster,2,convenient,inconv,slightly_prob,not_recom,not_recom
12712,great_pret,very_crit,incomplete,more,less_conv,convenient,slightly_prob,priority,spec_prior
6701,pretentious,improper,foster,1,convenient,convenient,slightly_prob,not_recom,not_recom
3555,usual,very_crit,complete,2,critical,inconv,nonprob,recommended,spec_prior
8745,great_pret,proper,complete,2,critical,inconv,problematic,recommended,spec_prior
979,usual,less_proper,complete,3,convenient,convenient,problematic,priority,priority
4951,pretentious,proper,incomplete,more,critical,convenient,nonprob,priority,priority
7509,pretentious,critical,incomplete,more,convenient,convenient,slightly_prob,recommended,priority
12061,great_pret,critical,foster,more,less_conv,convenient,nonprob,priority,spec_prior
3008,usual,critical,completed,more,critical,convenient,nonprob,not_recom,not_recom
3481,usual,very_crit,complete,1,less_conv,convenient,problematic,priority,spec_prior
12836,great_pret,very_crit,foster,2,critical,convenient,nonprob,not_recom,not_recom
8651,great_pret,proper,complete,1,convenient,inconv,nonprob,not_recom,not_recom
6501,pretentious,improper,incomplete,1,less_conv,convenient,slightly_prob,recommended,priority
10469,great_pret,improper,complete,2,critical,inconv,nonprob,not_recom,not_recom
2588,usual,improper,foster,more,critical,inconv,slightly_prob,not_recom,not_recom
9169,great_pret,proper,incomplete,2,critical,convenient,problematic,priority,spec_prior
8987,great_pret,proper,completed,3,less_conv,convenient,slightly_prob,not_recom,not_recom
12650,great_pret,very_crit,incomplete,3,convenient,inconv,slightly_prob,not_recom,not_recom
6104,pretentious,improper,complete,2,convenient,convenient,nonprob,not_recom,not_recom
5639,pretentious,less_proper,incomplete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
9244,great_pret,proper,incomplete,more,convenient,inconv,nonprob,priority,spec_prior
6944,pretentious,critical,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
2525,usual,improper,foster,3,critical,convenient,slightly_prob,not_recom,not_recom
8215,pretentious,very_crit,incomplete,1,convenient,convenient,problematic,priority,spec_prior
9113,great_pret,proper,incomplete,1,critical,convenient,slightly_prob,not_recom,not_recom
10174,great_pret,less_proper,foster,1,less_conv,convenient,slightly_prob,priority,spec_prior
1191,usual,less_proper,completed,3,convenient,convenient,slightly_prob,recommended,very_recom
11755,great_pret,critical,incomplete,2,critical,convenient,nonprob,priority,spec_prior
10969,great_pret,improper,incomplete,more,convenient,convenient,problematic,priority,spec_prior
953,usual,less_proper,complete,2,less_conv,inconv,problematic,not_recom,not_recom
9132,great_pret,proper,incomplete,2,convenient,convenient,problematic,recommended,priority
62,usual,proper,complete,2,convenient,convenient,problematic,not_recom,not_recom
497,usual,proper,incomplete,2,convenient,inconv,nonprob,not_recom,not_recom
6919,pretentious,critical,complete,1,convenient,convenient,problematic,priority,priority
2744,usual,critical,complete,3,critical,convenient,problematic,not_recom,not_recom
6905,pretentious,improper,foster,more,critical,inconv,nonprob,not_recom,not_recom
3971,usual,very_crit,incomplete,2,less_conv,inconv,nonprob,not_recom,not_recom
9933,great_pret,less_proper,completed,more,critical,inconv,problematic,recommended,spec_prior
10800,great_pret,improper,incomplete,1,convenient,convenient,nonprob,recommended,priority
3613,usual,very_crit,complete,3,critical,inconv,slightly_prob,priority,spec_prior
5420,pretentious,less_proper,completed,1,less_conv,convenient,nonprob,not_recom,not_recom
11669,great_pret,critical,incomplete,1,convenient,convenient,slightly_prob,not_recom,not_recom
3338,usual,critical,foster,2,critical,convenient,problematic,not_recom,not_recom
12750,great_pret,very_crit,foster,1,convenient,convenient,problematic,recommended,spec_prior
10405,great_pret,improper,complete,1,critical,convenient,nonprob,priority,spec_prior
166,usual,proper,complete,more,convenient,convenient,slightly_prob,priority,priority
6870,pretentious,improper,foster,more,convenient,inconv,slightly_prob,recommended,priority
9273,great_pret,proper,incomplete,more,critical,convenient,slightly_prob,recommended,priority
12268,great_pret,very_crit,complete,more,convenient,inconv,nonprob,priority,spec_prior
170,usual,proper,complete,more,convenient,convenient,problematic,not_recom,not_recom
1627,usual,less_proper,foster,3,convenient,convenient,problematic,priority,priority
2557,usual,improper,foster,more,less_conv,convenient,nonprob,priority,priority
457,usual,proper,incomplete,1,less_conv,convenient,problematic,priority,priority
4854,pretentious,proper,incomplete,2,critical,inconv,slightly_prob,recommended,priority
6323,pretentious,improper,completed,2,convenient,convenient,slightly_prob,not_recom,not_recom
7366,pretentious,critical,incomplete,1,less_conv,convenient,slightly_prob,priority,spec_prior
978,usual,less_proper,complete,3,convenient,convenient,problematic,recommended,priority
9619,great_pret,less_proper,complete,3,convenient,convenient,problematic,priority,priority
12489,great_pret,very_crit,completed,more,convenient,inconv,problematic,recommended,spec_prior
727,usual,proper,foster,2,less_conv,convenient,problematic,priority,priority
12798,great_pret,very_crit,foster,2,convenient,convenient,nonprob,recommended,priority
8252,pretentious,very_crit,incomplete,1,critical,convenient,problematic,not_recom,not_recom
8959,great_pret,proper,completed,2,critical,inconv,slightly_prob,priority,spec_prior
11445,great_pret,critical,complete,more,critical,inconv,problematic,recommended,spec_prior
4414,pretentious,proper,complete,2,critical,convenient,slightly_prob,priority,priority
2331,usual,improper,incomplete,more,convenient,inconv,nonprob,recommended,priority
1732,usual,improper,complete,1,convenient,convenient,slightly_prob,priority,priority
51,usual,proper,complete,1,critical,inconv,problematic,recommended,priority
6606,pretentious,improper,incomplete,3,less_conv,convenient,nonprob,recommended,priority
4070,usual,very_crit,incomplete,more,less_conv,convenient,nonprob,not_recom,not_recom
2749,usual,critical,complete,3,critical,inconv,slightly_prob,priority,spec_prior
9816,great_pret,less_proper,completed,2,critical,convenient,problematic,recommended,spec_prior
7365,pretentious,critical,incomplete,1,less_conv,convenient,slightly_prob,recommended,priority
4841,pretentious,proper,incomplete,2,less_conv,inconv,problematic,not_recom,not_recom
2574,usual,improper,foster,more,critical,convenient,nonprob,recommended,priority
6595,pretentious,improper,incomplete,3,convenient,convenient,problematic,priority,priority
8599,pretentious,very_crit,foster,more,convenient,inconv,slightly_prob,priority,spec_prior
1146,usual,less_proper,completed,2,convenient,inconv,slightly_prob,recommended,very_recom
6097,pretentious,improper,complete,1,critical,inconv,slightly_prob,priority,priority
4606,pretentious,proper,completed,2,convenient,inconv,problematic,priority,priority
5862,pretentious,less_proper,foster,1,less_conv,inconv,slightly_prob,recommended,priority
8915,great_pret,proper,completed,2,convenient,convenient,slightly_prob,not_recom,not_recom
1914,usual,improper,complete,more,less_conv,convenient,problematic,recommended,priority
6094,pretentious,improper,complete,1,critical,inconv,nonprob,priority,priority
8974,great_pret,proper,completed,3,convenient,inconv,nonprob,priority,spec_prior
7023,pretentious,critical,complete,3,convenient,convenient,slightly_prob,recommended,priority
9330,great_pret,proper,foster,1,critical,convenient,problematic,recommended,spec_prior
6686,pretentious,improper,incomplete,more,critical,convenient,problematic,not_recom,not_recom
3757,usual,very_crit,completed,2,less_conv,inconv,slightly_prob,priority,spec_prior
2573,usual,improper,foster,more,less_conv,inconv,problematic,not_recom,not_recom
